
# Auto-generated from Multilingual LibriSpeech (polish)
się [się]
zapowiedział [zapowiedział]
złotym [złotym]
zdjęty [zdjęty]
wzajemnie [wzajemnie]
gromadę [gromadę]
złym [złym]
nagła [nagła]
wszech [wszech]
cudem [cudem]
lewem [lewem]
płacze [płacze]
umyśle [umyśle]
ucieczki [ucieczki]
niżeli [niżeli]
powodem [powodem]
mnóstwem [mnóstwem]
przepaści [przepaści]
radzić [radzić]
czyś [czyś]
boli [boli]
opisać [opisać]
rozmyślać [rozmyślać]
któryś [któryś]
grobem [grobem]
gniewać [gniewać]
przebacz [przebacz]
okolic [okolic]
przystoi [przystoi]
zgubić [zgubić]
milę [milę]
przeszkadza [przeszkadza]
widowiska [widowiska]
estem [estem]
pańskich [pańskich]
akieś [akieś]
bogatych [bogatych]
zamilkł [zamilkł]
prąd [prąd]
namiętnie [namiętnie]
śmiem [śmiem]
nazywano [nazywano]
włosach [włosach]
ednym [ednym]
słup [słup]
doświadczeń [doświadczeń]
ść [ść]
zwierciadeł [zwierciadeł]
form [form]
sygnał [sygnał]
przód [przód]
zachwyca [zachwyca]
odzyskać [odzyskać]
główne [główne]
dawnie [dawnie]
żywego [żywego]
lalki [lalki]
poręcz [poręcz]
tył [tył]
pył [pył]
ruchów [ruchów]
pomysł [pomysł]
wołali [wołali]
cierpliwie [cierpliwie]
mieszkań [mieszkań]
zniszczyć [zniszczyć]
tamte [tamte]
cofa [cofa]
wozy [wozy]
postawie [postawie]
pokazała [pokazała]
uśmiechu [uśmiechu]
wypędzić [wypędzić]
pozostały [pozostały]
furtce [furtce]
ludzkim [ludzkim]
cudzoziemców [cudzoziemców]
piorun [piorun]
zastawiono [zastawiono]
wspomnień [wspomnień]
wyznał [wyznał]
dziecku [dziecku]
rozmów [rozmów]
wiernych [wiernych]
niewinności [niewinności]
obcym [obcym]
zabraknie [zabraknie]
armaty [armaty]
powtarzała [powtarzała]
wspólnego [wspólnego]
brała [brała]
wypadło [wypadło]
martwy [martwy]
oparłszy [oparłszy]
uśmiecha [uśmiecha]
autor [autor]
błagał [błagał]
goryczy [goryczy]
pytałem [pytałem]
zrobimy [zrobimy]
chwałę [chwałę]
łaskawy [łaskawy]
rozpocząć [rozpocząć]
dawała [dawała]
narzędziem [narzędziem]
odpowiadała [odpowiadała]
resztki [resztki]
określić [określić]
ofiara [ofiara]
przestrachu [przestrachu]
żyła [żyła]
tegoż [tegoż]
ocenić [ocenić]
mieszał [mieszał]
epoki [epoki]
odwiedzać [odwiedzać]
łańcucha [łańcucha]
zasłonił [zasłonił]
równego [równego]
raczyła [raczyła]
słyszano [słyszano]
przyznał [przyznał]
głębokim [głębokim]
powinno [powinno]
zaszła [zaszła]
wiersze [wiersze]
olbrzymiego [olbrzymiego]
doń [doń]
dziewczynka [dziewczynka]
zdobył [zdobył]
wdowa [wdowa]
labiryncie [labiryncie]
utrzymywać [utrzymywać]
wolał [wolał]
wynieść [wynieść]
przywiązany [przywiązany]
album [album]
odmówił [odmówił]
wysokiego [wysokiego]
niebieski [niebieski]
oddychać [oddychać]
rysach [rysach]
wojskiem [wojskiem]
liść [liść]
podejrzenie [podejrzenie]
patroklesa [patroklesa]
poznała [poznała]
arcykapłanów [arcykapłanów]
przemawiał [przemawiał]
wół [wół]
zadość [zadość]
krzyczał [krzyczał]
zdarzył [zdarzył]
biegiem [biegiem]
wojenne [wojenne]
kapłańskie [kapłańskie]
trzecim [trzecim]
znajdowały [znajdowały]
korpusu [korpusu]
doleciał [doleciał]
rządzić [rządzić]
zalała [zalała]
kopalń [kopalń]
posag [posag]
wysiadł [wysiadł]
pentuerze [pentuerze]
rozkazów [rozkazów]
lubią [lubią]
powierzchowności [powierzchowności]
czółno [czółno]
pozwolisz [pozwolisz]
boży [boży]
zatrzymując [zatrzymując]
lekkim [lekkim]
milcz [milcz]
śpiewy [śpiewy]
uważaj [uważaj]
nocleg [nocleg]
dobę [dobę]
plecy [plecy]
tygodnia [tygodnia]
jedzą [jedzą]
przykrość [przykrość]
synowie [synowie]
onegdaj [onegdaj]
nabożeństwa [nabożeństwa]
nabożeństwo [nabożeństwo]
zniecierpliwiony [zniecierpliwiony]
charakterze [charakterze]
bogactw [bogactw]
władcą [władcą]
zboża [zboża]
majątków [majątków]
panowała [panowała]
jużci [jużci]
szepcząc [szepcząc]
niezwykle [niezwykle]
niecierpliwością [niecierpliwością]
nietyle [nietyle]
zdać [zdać]
przypatrywała [przypatrywała]
zostaw [zostaw]
jedyna [jedyna]
pocałować [pocałować]
okryty [okryty]
siwy [siwy]
sąsiedztwie [sąsiedztwie]
pobożny [pobożny]
zniżonym [zniżonym]
nazywasz [nazywasz]
kubek [kubek]
szkole [szkole]
przystało [przystało]
kazano [kazano]
widywał [widywał]
najlepszym [najlepszym]
cierpi [cierpi]
pokiwał [pokiwał]
liczył [liczył]
jacy [jacy]
czule [czule]
mem [mem]
jasną [jasną]
namiocie [namiocie]
nadzwyczajnej [nadzwyczajnej]
posągiem [posągiem]
strzeż [strzeż]
chciałeś [chciałeś]
uległ [uległ]
całując [całując]
ciemną [ciemną]
dziesiątki [dziesiątki]
czcigodny [czcigodny]
zarumienił [zarumienił]
sufit [sufit]
rodem [rodem]
ciężkiej [ciężkiej]
udając [udając]
stajni [stajni]
budowle [budowle]
zapas [zapas]
czynów [czynów]
maja [maja]
upodobania [upodobania]
podejrzenia [podejrzenia]
sufitu [sufitu]
ofiarować [ofiarować]
śpiesznie [śpiesznie]
wielkiemi [wielkiemi]
budynku [budynku]
własności [własności]
długość [długość]
rosną [rosną]
wejdzie [wejdzie]
korytarza [korytarza]
ogrody [ogrody]
wściekły [wściekły]
mgłę [mgłę]
płakał [płakał]
greka [greka]
leżącego [leżącego]
miłosierdzie [miłosierdzie]
zaiste [zaiste]
towar [towar]
kropli [kropli]
wiecznego [wiecznego]
lękając [lękając]
odbyć [odbyć]
hordy [hordy]
przestała [przestała]
liczbę [liczbę]
mających [mających]
bezpieczeństwo [bezpieczeństwo]
zazdrość [zazdrość]
pocisk [pocisk]
znakomicie [znakomicie]
tajemne [tajemne]
rychło [rychło]
widoki [widoki]
ażebyśmy [ażebyśmy]
zostaniesz [zostaniesz]
plotki [plotki]
modlić [modlić]
wbrew [wbrew]
mumję [mumję]
grzeczność [grzeczność]
istnienie [istnienie]
kule [kule]
wzdychając [wzdychając]
niechby [niechby]
postawa [postawa]
wozem [wozem]
dowieść [dowieść]
planu [planu]
stojąc [stojąc]
zapisał [zapisał]
otchłań [otchłań]
zastanawiał [zastanawiał]
bliźnich [bliźnich]
wdową [wdową]
mówiliśmy [mówiliśmy]
koszuli [koszuli]
paliwa [paliwa]
obawiam [obawiam]
niebardzo [niebardzo]
mgnieniu [mgnieniu]
wilki [wilki]
waryatem [waryatem]
uczciwie [uczciwie]
schronienia [schronienia]
kamienica [kamienica]
cygaro [cygaro]
tracey [tracey]
wspólnika [wspólnika]
względy [względy]
skłonności [skłonności]
wbiegł [wbiegł]
skandal [skandal]
dojdzie [dojdzie]
angielsku [angielsku]
zastąpić [zastąpić]
np [np]
dwojga [dwojga]
umiałem [umiałem]
uważałem [uważałem]
piotrze [piotrze]
telo [telo]
mszy [mszy]
równiny [równiny]
platona [platona]
bieguna [bieguna]
liścia [liścia]
obudziłem [obudziłem]
starania [starania]
przeor [przeor]
przepędziłem [przepędziłem]
domawiał [domawiał]
wice [wice]
hiszpańskiego [hiszpańskiego]
pojęć [pojęć]
ujrzałam [ujrzałam]
ludwik [ludwik]
anguilar [anguilar]
puckinsa [puckinsa]
baronie [baronie]
arystokracya [arystokracya]
pokocha [pokocha]
czyto [czyto]
komornik [komornik]
baronową [baronową]
molinari [molinari]
nadzieją [nadzieją]
powierzyć [powierzyć]
dworzanie [dworzanie]
przyda [przyda]
grzechy [grzechy]
skromnie [skromnie]
czegóż [czegóż]
dobro [dobro]
kotów [kotów]
trzykroć [trzykroć]
rzecze [rzecze]
powieść [powieść]
zwykłych [zwykłych]
postrzegł [postrzegł]
pokojach [pokojach]
cieniem [cieniem]
miewa [miewa]
zlekka [zlekka]
róże [róże]
zgromadzenie [zgromadzenie]
mędrców [mędrców]
momencie [momencie]
światu [światu]
słodkie [słodkie]
lekkie [lekkie]
śpiewają [śpiewają]
abyście [abyście]
granicą [granicą]
chciały [chciały]
mniejsze [mniejsze]
stos [stos]
patrzą [patrzą]
śpiewał [śpiewał]
skrzydle [skrzydle]
świecą [świecą]
okazały [okazały]
umierać [umierać]
wiosnę [wiosnę]
naśladować [naśladować]
boją [boją]
ciemna [ciemna]
poczyna [poczyna]
strata [strata]
potrzebie [potrzebie]
jasność [jasność]
powinny [powinny]
zgromadzenia [zgromadzenia]
powszechną [powszechną]
radzą [radzą]
podróżny [podróżny]
opuszczać [opuszczać]
spadku [spadku]
wydają [wydają]
bitwie [bitwie]
wstrętem [wstrętem]
obóz [obóz]
cudzą [cudzą]
zwykł [zwykł]
drogich [drogich]
składają [składają]
lwa [lwa]
szedłem [szedłem]
zmusza [zmusza]
wyrzutów [wyrzutów]
krewnych [krewnych]
przerażona [przerażona]
wynaleźć [wynaleźć]
wskazówki [wskazówki]
zawiera [zawiera]
porównaniu [porównaniu]
uczeni [uczeni]
otwiera [otwiera]
akim [akim]
spadek [spadek]
kręci [kręci]
spogląda [spogląda]
gościniec [gościniec]
przypuszczenie [przypuszczenie]
sprowadził [sprowadził]
skrzynkę [skrzynkę]
zatrzymaliśmy [zatrzymaliśmy]
dziedzińca [dziedzińca]
wynalazku [wynalazku]
wypadało [wypadało]
większych [większych]
działa [działa]
zmieniła [zmieniła]
dumą [dumą]
miałaby [miałaby]
przepadł [przepadł]
numeru [numeru]
żarty [żarty]
mądre [mądre]
narzędzi [narzędzi]
ukazały [ukazały]
stylu [stylu]
żądam [żądam]
puścił [puścił]
prostą [prostą]
pańską [pańską]
giną [giną]
przyczyn [przyczyn]
mnóstwa [mnóstwa]
dna [dna]
butelek [butelek]
chcemy [chcemy]
oburzeniem [oburzeniem]
powiadasz [powiadasz]
cieszył [cieszył]
starą [starą]
właściwą [właściwą]
fałsz [fałsz]
mikroskop [mikroskop]
zwierciadłem [zwierciadłem]
szał [szał]
granice [granice]
zamknęła [zamknęła]
pogardy [pogardy]
udawać [udawać]
rozpoznać [rozpoznać]
zabijać [zabijać]
niezwykłe [niezwykłe]
pamiętnik [pamiętnik]
obłędu [obłędu]
wnioski [wnioski]
wychylił [wychylił]
bardzie [bardzie]
szkła [szkła]
swymi [swymi]
prawdziwą [prawdziwą]
wskutek [wskutek]
biegnie [biegnie]
jedyne [jedyne]
odbiera [odbiera]
stanowiły [stanowiły]
ludem [ludem]
przyznam [przyznam]
rozsądku [rozsądku]
wstępie [wstępie]
słuch [słuch]
wesołości [wesołości]
zanieść [zanieść]
odwaga [odwaga]
czystą [czystą]
patrzał [patrzał]
niemało [niemało]
wisiał [wisiał]
domyśla [domyśla]
przerażeniem [przerażeniem]
chustką [chustką]
przemawia [przemawia]
przychodziła [przychodziła]
żądania [żądania]
poznałam [poznałam]
rękopis [rękopis]
zwierzęcia [zwierzęcia]
zasłonę [zasłonę]
pokazały [pokazały]
owad [owad]
chodźmy [chodźmy]
skończyć [skończyć]
bohater [bohater]
sprawić [sprawić]
nauce [nauce]
równą [równą]
przeprowadzić [przeprowadzić]
przestrach [przestrach]
zmienia [zmienia]
uporczywie [uporczywie]
wymaga [wymaga]
spełnienia [spełnienia]
pieszo [pieszo]
bóstwo [bóstwo]
posuwać [posuwać]
posunął [posunął]
wskazywał [wskazywał]
uniesieniem [uniesieniem]
światów [światów]
słówka [słówka]
wyciągnąć [wyciągnąć]
ukrywał [ukrywał]
grubych [grubych]
sfinks [sfinks]
chwały [chwały]
zaklęcia [zaklęcia]
przypadku [przypadku]
zechcą [zechcą]
wypowiedzieć [wypowiedzieć]
kwadranse [kwadranse]
wprowadzono [wprowadzono]
syknął [syknął]
używa [używa]
czekała [czekała]
budowę [budowę]
przebyć [przebyć]
pragną [pragną]
miecze [miecze]
konno [konno]
rzuciwszy [rzuciwszy]
schwytać [schwytać]
nieszczęśliwą [nieszczęśliwą]
umiała [umiała]
rysów [rysów]
znaczeniu [znaczeniu]
celów [celów]
zmieniły [zmieniły]
siedzą [siedzą]
ludziach [ludziach]
posągów [posągów]
twierdził [twierdził]
biednego [biednego]
idei [idei]
ciężkich [ciężkich]
przerwać [przerwać]
cieszyć [cieszyć]
zgubił [zgubił]
czuła [czuła]
pochodniami [pochodniami]
wznosiły [wznosiły]
nagie [nagie]
czterema [czterema]
powiek [powiek]
budynków [budynków]
nagich [nagich]
środkiem [środkiem]
dajże [dajże]
skądże [skądże]
wydobywa [wydobywa]
brama [brama]
wybuchem [wybuchem]
grunta [grunta]
urzędnika [urzędnika]
procentów [procentów]
opieką [opieką]
obraził [obraził]
przybrały [przybrały]
drgnął [drgnął]
odpoczął [odpoczął]
dużą [dużą]
objąć [objąć]
pokoje [pokoje]
namiestnikiem [namiestnikiem]
mumja [mumja]
istnieć [istnieć]
złotego [złotego]
błagać [błagać]
jeźdźców [jeźdźców]
zamęt [zamęt]
przestraszony [przestraszony]
fenickich [fenickich]
przygotować [przygotować]
skierował [skierował]
wzrost [wzrost]
łące [łące]
dostojnik [dostojnik]
pszenicy [pszenicy]
tancerki [tancerki]
okrzyków [okrzyków]
tęsknoty [tęsknoty]
nędzę [nędzę]
dostaje [dostaje]
wzgórz [wzgórz]
wyścigi [wyścigi]
uniósł [uniósł]
lekarze [lekarze]
łonie [łonie]
czarnem [czarnem]
miljonów [miljonów]
podróżnego [podróżnego]
chłopcem [chłopcem]
ogółu [ogółu]
interesantów [interesantów]
trzystu [trzystu]
porządny [porządny]
spali [spali]
obszernej [obszernej]
rzucać [rzucać]
założyć [założyć]
zdań [zdań]
płótna [płótna]
czerwoną [czerwoną]
dokończyć [dokończyć]
tajemnicze [tajemnicze]
prowadzą [prowadzą]
łoże [łoże]
ukazuje [ukazuje]
gościńca [gościńca]
obłok [obłok]
nilem [nilem]
wyszło [wyszło]
nocach [nocach]
skórą [skórą]
ciszę [ciszę]
noszą [noszą]
kasy [kasy]
surowy [surowy]
łagodny [łagodny]
zapukał [zapukał]
potrzebują [potrzebują]
ciał [ciał]
trzymałem [trzymałem]
skazani [skazani]
dolina [dolina]
dokładniej [dokładniej]
wizytę [wizytę]
mym [mym]
utrzymują [utrzymują]
oparty [oparty]
ołtarz [ołtarz]
wynagrodzić [wynagrodzić]
toczy [toczy]
miary [miary]
odurzony [odurzony]
byk [byk]
ogromnego [ogromnego]
spadły [spadły]
błogosławieństwa [błogosławieństwa]
podwórzu [podwórzu]
głębiej [głębiej]
łokci [łokci]
usiadłszy [usiadłszy]
stłumionym [stłumionym]
uczynisz [uczynisz]
odejdę [odejdę]
bożka [bożka]
wysokich [wysokich]
obojętny [obojętny]
biegał [biegał]
pojedzie [pojedzie]
zimnym [zimnym]
pochodni [pochodni]
odwiedzał [odwiedzał]
depeszę [depeszę]
znajdą [znajdą]
oznakami [oznakami]
lękać [lękać]
szczytów [szczytów]
drobną [drobną]
zajmują [zajmują]
kamo [kamo]
świątynią [świątynią]
żadnemu [żadnemu]
mentezufisa [mentezufisa]
wydały [wydały]
jenerałów [jenerałów]
następnej [następnej]
biała [biała]
znużenia [znużenia]
krzyku [krzyku]
wyciągnęła [wyciągnęła]
oznaczyć [oznaczyć]
napozór [napozór]
otwierał [otwierał]
wyjechała [wyjechała]
zimne [zimne]
byków [byków]
niezwykłej [niezwykłej]
westchnęła [westchnęła]
tyłu [tyłu]
pociechę [pociechę]
bogi [bogi]
zdarzało [zdarzało]
pragnienia [pragnienia]
płomień [płomień]
boskiego [boskiego]
podobnem [podobnem]
łańcuchy [łańcuchy]
błyszczały [błyszczały]
ważnego [ważnego]
cieszę [cieszę]
nadzwyczajne [nadzwyczajne]
wychodziły [wychodziły]
rodzajem [rodzajem]
płacząc [płacząc]
dwudziestego [dwudziestego]
parą [parą]
wybrzeżu [wybrzeżu]
całkowicie [całkowicie]
nożem [nożem]
nieszczęśliwego [nieszczęśliwego]
trzynastu [trzynastu]
koszyk [koszyk]
odłożył [odłożył]
stal [stal]
narzeczona [narzeczona]
czytałem [czytałem]
strzela [strzela]
mile [mile]
tworzyły [tworzyły]
coprawda [coprawda]
umysłem [umysłem]
przybywszy [przybywszy]
ostrożny [ostrożny]
ząb [ząb]
kulą [kulą]
pozostało [pozostało]
jagna [jagna]
chustki [chustki]
jakiemś [jakiemś]
starała [starała]
kolegów [kolegów]
seryo [seryo]
powróciła [powróciła]
łagodnym [łagodnym]
dreszczem [dreszczem]
zgarbiony [zgarbiony]
zmieni [zmieni]
street [street]
coombe [coombe]
henrykiem [henrykiem]
policyi [policyi]
kwestya [kwestya]
henrykowi [henrykowi]
kieliszek [kieliszek]
sherlock [sherlock]
szeptem [szeptem]
energią [energią]
któreśmy [któreśmy]
zbliżyłem [zbliżyłem]
odwróciłem [odwróciłem]
atrament [atrament]
wrzecki [wrzecki]
mą [mą]
przedmiotem [przedmiotem]
obracając [obracając]
szklankę [szklankę]
cichym [cichym]
awantura [awantura]
końcem [końcem]
zadzwonił [zadzwonił]
kieszenie [kieszenie]
dobrodziej [dobrodziej]
pryncypała [pryncypała]
krawat [krawat]
jedenastej [jedenastej]
gruby [gruby]
używał [używał]
gadał [gadał]
wsyćko [wsyćko]
jędrek [jędrek]
furmana [furmana]
neapolu [neapolu]
wdzięcznie [wdzięcznie]
granda [granda]
marszałka [marszałka]
łąkach [łąkach]
oblał [oblał]
patrzyliśmy [patrzyliśmy]
półkuli [półkuli]
ośmdziesiąt [ośmdziesiąt]
krzyżem [krzyżem]
przejścia [przejścia]
towarzystwem [towarzystwem]
seora [seora]
blanka [blanka]
morena [morena]
cruz [cruz]
darcos [darcos]
niebyło [niebyło]
soareza [soareza]
wyznaję [wyznaję]
zkądże [zkądże]
quemadaventa [quemadaventa]
teatr [teatr]
małżeństwie [małżeństwie]
narzeczonej [narzeczonej]
szanownego [szanownego]
ciotką [ciotką]
kleopatra [kleopatra]
vanberg [vanberg]
trzeciem [trzeciem]
łazienkach [łazienkach]
domański [domański]
binokle [binokle]
galanteryjny [galanteryjny]
pretensyi [pretensyi]
groszy [groszy]
kowal [kowal]
półtora [półtora]
śmiały [śmiały]
strona [strona]
znagła [znagła]
zboże [zboże]
poznaje [poznaje]
zbiera [zbiera]
ochota [ochota]
bitwę [bitwę]
okrzykiem [okrzykiem]
narodu [narodu]
pochwały [pochwały]
losie [losie]
bawiła [bawiła]
trupów [trupów]
zbierać [zbierać]
dalekiej [dalekiej]
królewską [królewską]
przyszłe [przyszłe]
zginę [zginę]
radzie [radzie]
bezpiecznie [bezpiecznie]
obszerne [obszerne]
uznał [uznał]
obficie [obficie]
dworzan [dworzan]
póty [póty]
orzeł [orzeł]
kominku [kominku]
błaga [błaga]
przynoszą [przynoszą]
drugiemu [drugiemu]
królowie [królowie]
okropnej [okropnej]
spuściła [spuściła]
dalszej [dalszej]
twych [twych]
trwa [trwa]
wzruszeniem [wzruszeniem]
przedsięwzięcia [przedsięwzięcia]
ameryce [ameryce]
częście [częście]
opiekunem [opiekunem]
ptaszki [ptaszki]
zebrali [zebrali]
otwarty [otwarty]
wynalazki [wynalazki]
oświadczyłem [oświadczyłem]
spoglądać [spoglądać]
niezadługo [niezadługo]
rzadkie [rzadkie]
istniał [istniał]
opadły [opadły]
przysługę [przysługę]
zdołamy [zdołamy]
scena [scena]
społeczeństwa [społeczeństwa]
odwiedzin [odwiedzin]
rozumiałem [rozumiałem]
dochodzi [dochodzi]
połączyć [połączyć]
cierpliwości [cierpliwości]
akąś [akąś]
byliby [byliby]
nagłe [nagłe]
spełnia [spełnia]
historii [historii]
rozkosz [rozkosz]
dalekim [dalekim]
ręczę [ręczę]
uliczkę [uliczkę]
wstać [wstać]
du [du]
chwała [chwała]
przekonanie [przekonanie]
przyniesiono [przyniesiono]
zręcznie [zręcznie]
niepotrzebne [niepotrzebne]
kawę [kawę]
istny [istny]
takimi [takimi]
wysłuchawszy [wysłuchawszy]
organizm [organizm]
wyraźne [wyraźne]
most [most]
sucho [sucho]
cie [cie]
gada [gada]
dokumenta [dokumenta]
wyobraźnia [wyobraźnia]
trzymali [trzymali]
zastanowił [zastanowił]
publicznego [publicznego]
nieledwie [nieledwie]
pokorą [pokorą]
oburzenia [oburzenia]
żywych [żywych]
imieniem [imieniem]
wzruszyła [wzruszyła]
nieszczęsna [nieszczęsna]
wewnętrzne [wewnętrzne]
żądza [żądza]
skinął [skinął]
sumienie [sumienie]
sprawiło [sprawiło]
ogląda [ogląda]
oczekiwał [oczekiwał]
uczynku [uczynku]
pobyt [pobyt]
ubogich [ubogich]
dziecinnych [dziecinnych]
pańskim [pańskim]
dóbr [dóbr]
gorączka [gorączka]
cudowny [cudowny]
swobodnie [swobodnie]
szlachetnych [szlachetnych]
łąki [łąki]
pieca [pieca]
okręty [okręty]
wrócisz [wrócisz]
cegły [cegły]
myśleli [myśleli]
niedoli [niedoli]
wierzch [wierzch]
wpadał [wpadał]
wybiegła [wybiegła]
powierzchowność [powierzchowność]
zostaną [zostaną]
gorącym [gorącym]
spotyka [spotyka]
dyrektor [dyrektor]
widzenie [widzenie]
wyobrażenia [wyobrażenia]
stworzenie [stworzenie]
słodyczy [słodyczy]
marzeń [marzeń]
ra [ra]
wdzięcznością [wdzięcznością]
olbrzymim [olbrzymim]
zdradził [zdradził]
gwiazdami [gwiazdami]
cierpiał [cierpiał]
posłuszeństwa [posłuszeństwa]
systemu [systemu]
dały [dały]
dochodów [dochodów]
poruszać [poruszać]
rozgorączkowany [rozgorączkowany]
odbywał [odbywał]
greków [greków]
boleśnie [boleśnie]
błędy [błędy]
dziecinne [dziecinne]
świadectwo [świadectwo]
